filename,y,void_pixels,void_pixels.1,void_ratio_2d,void_connectivity,num_void_components,largest_void_area,fractal_dimension,void_aspect_ratio_mean,void_aspect_ratio_median,void_aspect_ratio_max,valid_void_regions_for_ar,gray_mean,gray_std,grad_mean,grad_std,dark_ratio,lap_var
30.png,4.42134442,2929598,2497461,0.2909132313713613,0.8957921665243221,894,2237206,1.5312919902379556,4.968858651211158,4.337563703560882,24.6760357730851,894,135.9781951904297,29.57367515563965,44.880653381347656,71.35587310791016,0.02657077663552462,476.11431884765625
31.png,3.20920438,1169020,2719193,0.3118265858077484,0.840271727678028,714,2284861,1.577129218094292,4.51498335210559,4.0112797029014935,15.965288366452064,714,152.0705108642578,39.29617691040039,61.90633010864258,79.34765625,0.045192938277131174,439.5904541015625
32.png,3.71670156,1977419,2393406,0.2969515458029924,0.8805501448563261,848,2107514,1.5397434264438845,4.561039109933635,3.859956609378582,20.13512969432349,848,140.4337615966797,30.89186668395996,45.08927917480469,67.17652893066406,0.025756152599210772,399.6533203125
33.png,4.07514476,2494289,1662732,0.3097206681433081,0.8432098498134396,770,1402032,1.6157731129331314,4.932416977215424,4.287370179091662,19.862455331646466,770,137.5909881591797,34.90357208251953,62.55511474609375,89.32035064697266,0.04624001996951623,613.0352783203125
34.png,4.1244364,2112361,2842805,0.3161835462945373,0.8343815351387098,897,2371984,1.59381064079077,4.801550052744455,4.122280717983027,28.54822127546833,897,139.3435516357422,36.08762741088867,54.05876922607422,75.4271240234375,0.049594427039744655,452.01104736328125
35.png,4.35204435,2359308,2929598,0.3431212435951672,0.7598383805559671,879,2226021,1.6247511173425964,4.302649382388103,3.622524492712116,18.22269114293734,879,147.99815368652344,47.401588439941406,67.26151275634766,93.47081756591797,0.07988086305784395,583.23876953125
36.png,2.99318222,2205840,1169020,0.3748700884120307,0.8131049939265368,586,950536,1.6899141444939951,3.698949461788382,3.146467617354743,27.467247211935984,586,151.15011596679688,53.57524871826172,105.90335845947266,117.81745910644531,0.0901417130415247,1200.95166015625
37.png,3.70636046,429520,1977419,0.2860997844072052,0.9144526273895416,727,1808256,1.5140129311517474,5.493860198778688,4.7252186266816505,20.35795002152219,727,158.576171875,30.12846565246582,45.914207458496094,74.56488800048828,0.018898440720902052,468.4200744628906
38.png,4.07935663,430016,2494289,0.3079515127630742,0.8719771445890994,751,2174963,1.5572209191359785,4.578734994197025,4.001267672737314,17.02208009078826,751,161.75238037109375,39.120811462402344,63.04508590698242,77.62360382080078,0.03758098100586738,295.9110107421875
39.png,4.4520531,499989,2112361,0.2904064431716587,0.9008308712383916,658,1902880,1.4894144034750354,4.482263650572061,3.831609664008263,22.476769212682367,658,167.32859802246094,32.57612609863281,43.44529724121094,65.51222229003906,0.018944527683651374,352.7742919921875
40.png,4.32391367,526243,2205840,0.3010214866600008,0.8685217422841185,776,1915820,1.5296050929574982,4.278402879622024,3.723613194253387,18.03417585076064,776,161.07443237304688,37.54882049560547,53.48213195800781,75.3051528930664,0.031181806085336643,440.7896728515625
41.png,3.20920438,494316,429520,0.3007790479858546,0.864357887874837,467,371259,1.6071632575995831,4.3489021842281135,3.786466243476637,14.284050490140205,467,161.8502960205078,38.318363189697266,81.2137680053711,111.98304748535156,0.029495566202263693,1101.694580078125
42.png,4.03511196,2760958,430016,0.2986222222222222,0.8657166244976932,451,372272,1.6017952834262708,4.36131918543406,3.919308723672404,16.468806689556917,451,176.21055603027344,40.72706985473633,91.80789947509766,120.27202606201172,0.03028469297522519,1151.3436279296875
43.png,4.0216472,2209008,499989,0.3194815849957923,0.8152179347945655,408,407600,1.6307276372595407,3.738718410734652,3.197577621428721,17.270854900740762,408,168.36611938476562,45.48093795776367,80.68460845947266,113.00837707519531,0.041934781368772,987.208251953125
44.png,4.1146438,2387033,526243,0.3384179770020624,0.7700225941247675,431,405219,1.653800766581514,3.556224571501878,3.0313676638417246,12.121028821380516,431,161.61106872558594,49.83447265625,101.85000610351562,127.51055145263672,0.06452882258970195,1421.77099609375
45.png,4.17879418,495744,494316,0.3194213252551152,0.812308320993049,453,401537,1.6580924627186464,4.110682859816394,3.567828270796865,17.55683619679204,453,148.504638671875,43.97212600708008,103.45848083496094,119.99991607666016,0.05556132969882554,1681.819580078125
46.png,2.99362357,2546118,2760958,0.3066723181425482,0.8792017118695757,892,2427439,1.544178464327432,4.694572342297676,4.158476411404639,16.23612898283552,892,145.94631958007812,34.0336799621582,41.45877456665039,70.29464721679688,0.036688841592308376,283.2701721191406
47.png,3.84805972,2515625,2209008,0.2925255684165697,0.8933199879765035,810,1973351,1.5428175640213715,5.216034251678655,4.6240125115472255,20.54855904241544,810,137.38279724121094,30.76078224182129,46.66106414794922,74.8256607055664,0.0307395154569825,458.8094177246094
48.png,3.81212549,1433621,2387033,0.3205172085284059,0.8145341937040669,768,1944320,1.601186015947052,4.331956801108528,3.7897739410190887,15.537662071096522,768,152.77267456054688,41.28181838989258,66.23780822753906,88.44583892822266,0.053024317699649666,502.0940246582031
49.png,3.97403802,860954,495744,0.3271458088204725,0.7982910534469404,369,395748,1.6484520344987554,3.767641607166472,3.3080243491101413,13.624139176563952,369,147.28858947753906,42.48907470703125,83.38026428222656,108.82080841064453,0.05974519629428416,1080.1923828125
50.png,4.21344421,2419270,2515625,0.3037136581895871,0.8606938633540373,860,2165183,1.5475937665526265,3.537111641849318,2.908630119723176,20.04785767825644,860,151.5244903564453,36.12964630126953,47.607696533203125,64.80757904052734,0.023700246676570794,394.78326416015625
51.png,3.4119147,956502,1433621,0.3133378648925102,0.844285902620009,650,1210386,1.6107668553095782,4.361192616118959,3.78781981382586,17.184783483644786,650,158.24334716796875,39.22113037109375,66.2557373046875,88.21215057373047,0.04226442141802527,580.8770141601562
52.png,3.84805972,2729696,860954,0.2989672750506986,0.8988366393558773,508,773857,1.533903261026887,4.390179595305439,3.689872308441213,14.130991314600235,508,134.4051513671875,35.27338790893555,48.5658073425293,71.00287628173828,0.029206092705320486,386.5677795410156
53.png,4.1015361,2663545,2419270,0.3101290641569911,0.8420374741140922,650,2037116,1.5653031329973852,4.489819472782324,3.892350502646262,17.764268214399113,650,147.42547607421875,38.67919158935547,52.07212829589844,80.73908233642578,0.04646463980192269,501.6672668457031
54.png,4.23004294,2376373,956502,0.312149016659226,0.8491534779854093,432,812217,1.546795267796142,4.04869234835868,3.704775188437911,14.814056744789603,432,154.15269470214844,40.08893585205078,68.04234313964844,83.76268768310547,0.03945070312108956,603.8976440429688
55.png,4.17879418,2628607,2729696,0.3252499907954725,0.8049720554962897,843,2197329,1.6002385657230471,4.120311443378564,3.582176447848844,18.92492578564229,843,145.59371948242188,42.7475700378418,72.78874969482422,86.54644775390625,0.05813449728599659,589.668212890625
56.png,2.93757256,3194095,2663545,0.3206801555131012,0.8149556324372218,771,2170671,1.6033360541165649,4.63675797636131,4.110042957736367,19.684174884728485,771,138.30577087402344,39.588043212890625,60.22079086303711,90.07796478271484,0.061693006431445936,578.887939453125
57.png,4.03511196,3001649,2376373,0.3061627746980209,0.8515325666467344,725,2023559,1.5488270680843106,4.330455881494607,3.6939616582404753,14.84664557024344,725,148.71630859375,36.36193084716797,52.085792541503906,73.09989166259766,0.04003342872779116,378.7279357910156
58.png,3.85519654,3119181,2628607,0.3362415089203665,0.7748849485678155,608,2036868,1.584668921468252,4.307084176618957,3.623180971386387,18.772629186303263,608,133.54916381835938,42.940757751464844,57.31674575805664,82.54994201660156,0.0794682179948084,545.8514404296875
59.png,4.21112505,442019,3194095,0.3606467104217251,0.7235373399977145,853,2311047,1.61405624263713,3.7109324809062287,3.1237868404847218,19.37952320909817,853,130.9972686767578,46.5506706237793,51.412452697753906,74.38516235351562,0.10026060107989714,452.0240478515625
60.png,4.14414414,2394416,3119181,0.3514791523206926,0.7437231119322668,750,2319807,1.5822970739317863,3.672801821119181,3.147219707758921,25.09346400021525,750,139.83633422851562,48.10551834106445,53.88277816772461,75.8438949584961,0.08795312972533444,417.6918029785156
61.png,3.20920438,2449100,442019,0.2888693993931389,0.903366144894224,374,399305,1.5380637024775174,4.887980283980344,4.318958282632358,25.630597892038484,374,169.0557861328125,35.13998031616211,68.73689270019531,105.24407196044922,0.020204003130347124,964.8654174804688
62.png,3.4119147,2728268,2394416,0.3186996120499699,0.8220593246954581,565,1968352,1.5602474963349149,4.00259495385703,3.680718995412431,16.19255992225369,565,160.96072387695312,42.939002990722656,50.53849411010742,71.416259765625,0.05074225097629473,372.83154296875
63.png,3.9808857,450043,2449100,0.3119394171900259,0.8384520844391817,686,2053453,1.5645754591702463,4.752806605984194,4.096634764879537,20.476155108076213,686,157.39633178710938,41.39377975463867,71.16719818115234,88.4028549194336,0.046531568202078495,575.2153930664062
64.png,3.86942062,2334022,2728268,0.3284725456192471,0.7956223508834176,848,2170671,1.592304402223124,3.877919915423353,3.1704846122896844,25.203477084369045,848,151.8224334716797,46.0101203918457,74.58563232421875,90.70026397705078,0.057362163347322304,618.7342529296875
65.png,4.28274428,1600487,450043,0.2950666295136783,0.8846088040476132,417,398112,1.582265059972238,4.782215076584888,4.270847581883484,14.652950400818058,417,174.2693634033203,39.34526824951172,89.23326110839844,117.50538635253906,0.028142770655460336,1255.3797607421875
66.png,2.8806175,2577134,2334022,0.2987729813972689,0.8739424906877484,621,2039801,1.5255607085248686,5.015486088579725,4.314854959761425,19.282314401491902,621,150.65806579589844,34.856143951416016,43.54193878173828,74.08234405517578,0.033223033398358325,465.3482666015625
67.png,3.93262247,2602957,1600487,0.2916746397182989,0.9197213098263216,470,1472002,1.49169476368533,4.87534876275749,4.216725771779215,17.144527745061385,470,154.33412170410156,28.95811653137207,33.28608322143555,59.11568069458008,0.019588991110284767,216.17633056640625
68.png,4.00812151,909685,2577134,0.3028754987872095,0.8627999164963871,576,2223551,1.5299197077387203,4.670995260960372,3.96101174652898,21.65238298432497,576,151.465576171875,37.66682052612305,43.216712951660156,73.20259094238281,0.039267463973964176,438.8406677246094
69.png,4.36808019,2572994,2602957,0.3069617431846999,0.8498838052261332,532,2212211,1.497985648239748,4.058056539419128,3.3630121388859777,21.156817836206454,532,160.7234649658203,38.89170837402344,38.494110107421875,64.53522491455078,0.028796141899989167,369.79180908203125
70.png,4.24809425,2447881,2572994,0.3187844780217227,0.8459530026109661,522,2176632,1.552159970382375,3.932501797031751,3.26615214163056,22.07899019763077,522,157.70321655273438,42.55549621582031,43.10591125488281,58.09912872314453,0.04481546513704886,258.9698181152344
71.png,3.28656887,2552424,2447881,0.3054292056670353,0.8565498077725183,526,2096732,1.5294215332015917,4.951975682407284,4.424829480877963,23.303787812008977,526,159.8326873779297,37.763824462890625,47.29518508911133,76.00813293457031,0.038861432273804834,470.11529541015625
72.png,4.06436548,2566636,2552424,0.3184733387143725,0.8214669663034041,709,2096732,1.563453334158739,4.329614457837064,3.784795803057507,17.354373307203996,709,154.39169311523438,42.8189697265625,71.46416473388672,86.41149139404297,0.051023446235216374,546.8447875976562
73.png,4.34097781,1911915,2566636,0.3225210827639616,0.8144127176584447,671,2090301,1.554281898530184,4.540546484525919,3.8675914650719374,18.76963569615693,671,140.96778869628906,41.40513610839844,64.12789916992188,84.44701385498047,0.06411228728005448,672.701416015625
74.png,4.4520531,2541054,1911915,0.3521800397877984,0.7797851891951264,590,1490883,1.6313527704532187,3.9823917921864096,3.568258519357544,16.496355937733103,590,146.3700714111328,48.94109344482422,76.66291809082031,87.8781509399414,0.0797172814992507,447.2301940917969
75.png,4.50280062,119387,2541054,0.3199866920602172,0.816542269467709,637,2074878,1.5751650599586722,4.375940854268212,3.845864764445504,16.31660328750535,637,157.33326721191406,44.136898040771484,69.97113037109375,87.47931671142578,0.05447553191962735,579.0206909179688
76.png,3.19426121,404556,119387,0.2979542737634424,0.8762093025203749,196,104608,1.5863044050249475,4.554357668676927,4.217756375180621,10.69412869492568,196,146.98712158203125,41.086517333984375,100.10932159423828,123.60948944091797,0.053987799068388735,2096.001708984375
77.png,4.1146438,2252857,404556,0.2856832144622555,0.906101998240046,331,366569,1.5440988281358896,5.076988863033106,4.554943241474069,17.277988831526468,331,158.19598388671875,33.701438903808594,65.63884735107422,101.80723571777344,0.02158871113736625,981.5040893554688
78.png,4.1146438,2784771,2252857,0.3099515767947239,0.8422616260153218,591,1897495,1.559519509545119,4.311073252228384,3.675678401514241,22.745773889787323,591,157.17422485351562,40.822906494140625,56.66624450683594,76.1681137084961,0.04195929365669645,407.30718994140625
79.png,4.14392418,894250,2784771,0.3286283882042327,0.7954941357835168,620,2215269,1.561053811904376,4.174463420708317,3.514406578106553,17.158541128920774,620,154.7084197998047,44.1225471496582,64.12977600097656,83.45228576660156,0.05519491971065053,556.8546142578125
80.png,4.35204435,1388398,1388398,0.3064551231539054,0.8637991411684546,531,1199297,1.5737850104871645,4.808750985363304,4.138151638283554,25.177417768305183,531,163.21929931640625,41.581642150878906,78.49818420410156,93.90054321289062,0.039224889184948146,658.7362060546875
81.png,3.1947079,901792,901792,0.2976865542063041,0.8874507646996204,748,800296,1.5625623830305322,4.847814018244391,4.2355527211824295,18.12079098812752,748,142.8860321044922,32.24224090576172,68.1301498413086,87.13700866699219,0.02967488564176836,767.0628662109375
82.png,3.98428625,1947946,1947946,0.2740669225821084,0.9502044717872056,727,1850947,1.446051069503389,4.959755396853618,4.420585661411424,21.70838038744968,727,145.74063110351562,23.701831817626953,38.65610122680664,61.99297332763672,0.004178359090432634,403.46954345703125
83.png,4.04889143,2444620,2444620,0.3039477322596239,0.858677831319387,1064,2099141,1.5685768803824307,4.3058462273054525,3.7231448363329065,17.843990849807515,1064,150.72850036621094,36.11943435668945,65.85032653808594,79.22604370117188,0.032176399766779155,487.3603210449219
84.png,4.33045945,2146292,2146292,0.2924629098880303,0.8938164052235203,929,1918391,1.548293363316544,4.560156772816585,4.017903302409453,21.74857357827571,929,147.4646453857422,31.208711624145508,55.10976791381836,71.50582885742188,0.020320932174449517,450.698974609375
85.png,4.31266733,2600669,2600669,0.3206307057584269,0.8134291599584569,1062,2115460,1.6219768774715015,4.068806080111088,3.579361901970729,15.752302277104723,1062,146.3378143310547,41.03248596191406,70.7425537109375,83.52750396728516,0.04876565466494458,588.0042724609375
86.png,2.93757256,901792,901792,0.2976865542063041,0.8874507646996204,748,800296,1.5625623830305322,4.847814018244391,4.2355527211824295,18.12079098812752,748,142.8860321044922,32.24224090576172,68.1301498413086,87.13700866699219,0.02967488564176836,767.0628662109375
87.png,4.07514476,1947946,1947946,0.2740669225821084,0.9502044717872056,727,1850947,1.446051069503389,4.959755396853618,4.420585661411424,21.70838038744968,727,145.74063110351562,23.701831817626953,38.65610122680664,61.99297332763672,0.004178359090432634,403.46954345703125
88.png,4.23004294,2444620,2444620,0.3039477322596239,0.858677831319387,1064,2099141,1.5685768803824307,4.3058462273054525,3.7231448363329065,17.843990849807515,1064,150.72850036621094,36.11943435668945,65.85032653808594,79.22604370117188,0.032176399766779155,487.3603210449219
89.png,4.46518225,2146292,2146292,0.2924629098880303,0.8938164052235203,929,1918391,1.548293363316544,4.560156772816585,4.017903302409453,21.74857357827571,929,147.4646453857422,31.208711624145508,55.10976791381836,71.50582885742188,0.020320932174449517,450.698974609375
90.png,4.55674514,894250,2600669,0.3206307057584269,0.8134291599584569,1062,2115460,1.6219768774715015,4.068806080111088,3.579361901970729,15.752302277104723,1062,146.3378143310547,41.03248596191406,70.7425537109375,83.52750396728516,0.04876565466494458,588.0042724609375
91.png,2.93757256,2600669,2406716,0.2919836008871428,0.8974968380149548,549,2160020,1.4839616024489757,4.921265289894898,4.323143981655872,17.271718445263573,549,148.7961883544922,29.93671989440918,37.287330627441406,62.147525787353516,0.020565199385865134,414.965576171875
92.png,4.07514476,2406716,958955,0.3316978260493592,0.8748116439248974,323,838905,1.5417114930381517,4.468289432523773,3.834337352181457,16.893567121500357,323,148.3775177001953,34.78214645385742,49.05507278442383,74.3980484008789,0.03556793216177358,343.1868896484375
93.png,4.23004294,958955,2729435,0.3098453358737585,0.8425641204131991,560,2299724,1.5302376665777129,4.383602455356495,3.866205098377992,22.867130276526083,560,158.92726135253906,38.49842071533203,46.11986541748047,68.09416198730469,0.03662456563289126,353.30291748046875
94.png,4.46518225,2729435,2560425,0.3071980759154812,0.8521772752570375,569,2181936,1.5387308359317349,5.080039491124066,4.297158816950193,22.94868226783845,569,149.06993103027344,36.35357666015625,49.35588836669922,76.27784729003906,0.04065661860435633,509.0992736816406
95.png,4.55674514,2560425,1629569,0.3071222198558971,0.8868792913954548,461,1445231,1.5468083896632192,4.943210384254524,4.236589448291956,18.398048272883774,461,149.29083251953125,36.44773864746094,63.09246063232422,69.99573516845703,0.0329051469612655,373.1285400390625
96.png,2.8806175,1629569,2420493,0.3017986779421622,0.8650184074070861,1074,2093771,1.5956514382109217,4.838703848238343,4.28006789972052,21.94853738129477,1074,149.9569091796875,36.984859466552734,55.356422424316406,87.26712799072266,0.037439493003418124,490.2916564941406
97.png,3.80488821,2420493,2589047,0.3099878820764764,0.8636069565365171,1000,2235919,1.5958549859056674,4.248229353247738,3.6604351270036255,19.69876972037872,1000,150.58631896972656,38.664371490478516,51.93256378173828,74.45730590820312,0.04003289011657849,347.74176025390625
98.png,4.25507529,2589047,2390118,0.3090418997458094,0.8456402570919093,1049,2021180,1.583544858811442,4.137639641500177,3.6229910262828096,18.28950521234136,1049,158.98280334472656,41.14457702636719,68.3935317993164,85.53560638427734,0.0373303209123633,437.4451599121094
99.png,4.1632831,2390118,2678813,0.329108314662289,0.7938441391765682,1167,2126560,1.641709241228177,3.836977566291885,3.388558149424709,13.84557178902479,1167,160.0690155029297,46.72258377075195,79.20661163330078,97.9849853515625,0.05483356173193548,620.6686401367188
100.png,4.35204435,2678813,2904320,0.3380748224749821,0.7723212318201851,1093,2243068,1.6050122211371605,3.4388029850619835,2.94144112871206,16.859383612533822,1093,153.57171630859375,47.590457916259766,68.74125671386719,85.53457641601562,0.06097320040968534,510.6646728515625
101.png,3.04836088,1737594,2192926,0.2872514349629934,0.91089530608876,1086,1997526,1.546641357910767,4.995550503180384,4.414584620287676,19.61382851783529,1086,165.64175415039062,33.725730895996094,66.08540344238281,82.4722900390625,0.01949219136033009,443.5785217285156
102.png,3.95340116,2904320,2664829,0.3083008237308529,0.8481624899759046,1071,2260208,1.5827330107641715,4.3341182382538594,3.8107139100331486,17.840306915382463,1071,163.17164611816406,41.383750915527344,73.30535888671875,91.58788299560547,0.040860998431185326,460.4023132324219
103.png,4.19788024,2192926,2359308,0.2968892609202667,0.8818280614485264,1000,2080504,1.5755554420749476,4.635513569090788,4.051418472472268,20.139655292799485,1000,162.92367553710938,37.4675407409668,74.32098388671875,90.59712982177734,0.0296779404817493,548.7383422851562
104.png,4.27674096,2664829,2546118,0.3046367853287214,0.8609365316140101,981,2192046,1.5688063241782495,4.671359833757434,4.073423768337038,18.93902601086779,981,159.7904052734375,39.65495681762695,74.01640319824219,91.48452758789062,0.03610178399749176,554.771484375
105.png,4.43097639,2359308,3001649,0.337328783095267,0.7747714672834832,1225,2325592,1.6310263193370726,3.944700971441201,3.361898600573216,25.12741540782908,1225,154.3121795654297,48.72465515136719,83.17005157470703,105.30706024169922,0.06858565537927098,821.5331420898438
106.png,3.1030982,2546118,909685,0.309110710147439,0.8620511495737535,676,784195,1.5750686001502323,4.530227266931571,3.92590784231636,16.03124522684747,676,152.84103393554688,37.67354965209961,72.44275665283203,104.222900390625,0.04188689327703668,854.0050048828125
107.png,4.09496033,3001649,894250,0.2979343661502582,0.8989331842325972,587,803871,1.538643681590773,5.198532804945901,4.511322387246487,18.84157002372699,587,153.96923828125,32.82784652709961,62.37028884887695,92.85981750488281,0.028754530966033323,597.9572143554688
108.png,4.20479148,909685,894250,0.2979343661502582,0.8989331842325972,587,803871,1.538643681590773,5.198532804945901,4.511322387246487,18.84157002372699,587,153.96923828125,32.82784652709961,62.37028884887695,92.85981750488281,0.028754530966033323,597.9572143554688
